Feature_name_B	Feature_name_B_prev	Feature_name_B_next
YJR066W	intergenic*YJR065C_YJR066W	intergenic*YJR066W_YJR067C
intergenic*YJR066W_YJR067C	YJR066W	YJR067C
YJR067C	intergenic*YJR066W_YJR067C	intergenic*YJR067C_YJR068W
intergenic*YJR067C_YJR068W	YJR067C	YJR068W
YJR068W	intergenic*YJR067C_YJR068W	intergenic*YJR068W_YJR069C
intergenic*YJR068W_YJR069C	YJR068W	YJR069C
YJR069C	intergenic*YJR068W_YJR069C	intergenic*YJR069C_YJR070C
intergenic*YJR069C_YJR070C	YJR069C	YJR070C
YJR070C	intergenic*YJR069C_YJR070C	YJR071W
YJR071W	YJR070C	intergenic*YJR071W_YJR072C
intergenic*YJR071W_YJR072C	YJR071W	YJR072C
YJR072C	intergenic*YJR071W_YJR072C	intergenic*YJR072C_YJR073C
intergenic*YJR072C_YJR073C	YJR072C	YJR073C
YJR073C	intergenic*YJR072C_YJR073C	intergenic*YJR073C_YJR074W
intergenic*YJR073C_YJR074W	YJR073C	YJR074W
YJR074W	intergenic*YJR073C_YJR074W	intergenic*YJR074W_YJR075W
intergenic*YJR074W_YJR075W	YJR074W	YJR075W
YJR075W	intergenic*YJR074W_YJR075W	intergenic*YJR075W_YJR076C
intergenic*YJR075W_YJR076C	YJR075W	YJR076C
YJR076C	intergenic*YJR075W_YJR076C	intergenic*YJR076C_YJR077C
intergenic*YJR076C_YJR077C	YJR076C	YJR077C
YJR077C	intergenic*YJR076C_YJR077C	intergenic*YJR077C_YJR078W
intergenic*YJR077C_YJR078W	YJR077C	YJR078W
YJR078W	intergenic*YJR077C_YJR078W	YJR079W
YJR079W	YJR078W	YJR080C
YJR080C	YJR079W	intergenic*YJR080C_YJR082C
intergenic*YJR080C_YJR082C	YJR080C	YJR082C
YJR082C	intergenic*YJR080C_YJR082C	intergenic*YJR082C_YJR083C
intergenic*YJR082C_YJR083C	YJR082C	YJR083C
YJR083C	intergenic*YJR082C_YJR083C	intergenic*YJR083C_YJR084W
intergenic*YJR083C_YJR084W	YJR083C	YJR084W
YJR084W	intergenic*YJR083C_YJR084W	intergenic*YJR084W_YJR085C
intergenic*YJR084W_YJR085C	YJR084W	YJR085C
YJR085C	intergenic*YJR084W_YJR085C	intergenic*YJR085C_YJR086W
intergenic*YJR085C_YJR086W	YJR085C	YJR086W
YJR086W	intergenic*YJR085C_YJR086W	YJR087W
YJR087W	YJR086W	YJR088C
YJR088C	YJR087W	intergenic*YJR088C_YJR089W
intergenic*YJR088C_YJR089W	YJR088C	YJR089W
YJR089W	intergenic*YJR088C_YJR089W	intergenic*YJR089W_YJR090C
intergenic*YJR089W_YJR090C	YJR089W	YJR090C
YJR090C	intergenic*YJR089W_YJR090C	intergenic*YJR090C_YJR091C
intergenic*YJR090C_YJR091C	YJR090C	YJR091C
YJR091C	intergenic*YJR090C_YJR091C	intergenic*YJR091C_YJR092W
intergenic*YJR091C_YJR092W	YJR091C	YJR092W
YJR092W	intergenic*YJR091C_YJR092W	intergenic*YJR092W_YJR093C
intergenic*YJR092W_YJR093C	YJR092W	YJR093C
YJR093C	intergenic*YJR092W_YJR093C	intergenic*YJR093C_YJR094C
intergenic*YJR093C_YJR094C	YJR093C	YJR094C
YJR094C	intergenic*YJR093C_YJR094C	intergenic*YJR094C_IRT1
intergenic*YJR094C_IRT1	YJR094C	IRT1
IRT1	intergenic*YJR094C_IRT1	intergenic*IRT1_YJR094W-A
intergenic*IRT1_YJR094W-A	IRT1	YJR094W-A
YJR094W-A	intergenic*IRT1_YJR094W-A	intergenic*YJR094W-A_YJR095W
intergenic*YJR094W-A_YJR095W	YJR094W-A	YJR095W
YJR095W	intergenic*YJR094W-A_YJR095W	intergenic*YJR095W_YJR096W
intergenic*YJR095W_YJR096W	YJR095W	YJR096W
YJR096W	intergenic*YJR095W_YJR096W	intergenic*YJR096W_YJR097W
intergenic*YJR096W_YJR097W	YJR096W	YJR097W
YJR097W	intergenic*YJR096W_YJR097W	ARS1019
ARS1019	YJR097W	YJR098C
YJR098C	ARS1019	intergenic*YJR098C_YJR099W
intergenic*YJR098C_YJR099W	YJR098C	YJR099W
YJR099W	intergenic*YJR098C_YJR099W	intergenic*YJR099W_YJR100C
intergenic*YJR099W_YJR100C	YJR099W	YJR100C
YJR100C	intergenic*YJR099W_YJR100C	intergenic*YJR100C_tL(UAG)J
intergenic*YJR100C_tL(UAG)J	YJR100C	tL(UAG)J
tL(UAG)J	intergenic*YJR100C_tL(UAG)J	intergenic*tL(UAG)J_YJR101W
intergenic*tL(UAG)J_YJR101W	tL(UAG)J	YJR101W
YJR101W	intergenic*tL(UAG)J_YJR101W	intergenic*YJR101W_YJR102C
intergenic*YJR101W_YJR102C	YJR101W	YJR102C
YJR102C	intergenic*YJR101W_YJR102C	intergenic*YJR102C_YJR103W
intergenic*YJR102C_YJR103W	YJR102C	YJR103W
YJR103W	intergenic*YJR102C_YJR103W	intergenic*YJR103W_YJR104C
intergenic*YJR103W_YJR104C	YJR103W	YJR104C
YJR104C	intergenic*YJR103W_YJR104C	intergenic*YJR104C_YJR105W
intergenic*YJR104C_YJR105W	YJR104C	YJR105W
YJR105W	intergenic*YJR104C_YJR105W	intergenic*YJR105W_YJR106W
intergenic*YJR105W_YJR106W	YJR105W	YJR106W
YJR106W	intergenic*YJR105W_YJR106W	intergenic*YJR106W_YJR107W
intergenic*YJR106W_YJR107W	YJR106W	YJR107W
YJR107W	intergenic*YJR106W_YJR107W	intergenic*YJR107W_YJR108W
intergenic*YJR107W_YJR108W	YJR107W	YJR108W
YJR108W	intergenic*YJR107W_YJR108W	intergenic*YJR108W_YJR109C
intergenic*YJR108W_YJR109C	YJR108W	YJR109C
YJR109C	intergenic*YJR108W_YJR109C	intergenic*YJR109C_YJR110W
intergenic*YJR109C_YJR110W	YJR109C	YJR110W
YJR110W	intergenic*YJR109C_YJR110W	intergenic*YJR110W_YJR111C
intergenic*YJR110W_YJR111C	YJR110W	YJR111C
YJR111C	intergenic*YJR110W_YJR111C	intergenic*YJR111C_YJR112W
intergenic*YJR111C_YJR112W	YJR111C	YJR112W
YJR112W	intergenic*YJR111C_YJR112W	intergenic*YJR112W_YJR112W-A
intergenic*YJR112W_YJR112W-A	YJR112W	YJR112W-A
YJR112W-A	intergenic*YJR112W_YJR112W-A	intergenic*YJR112W-A_YJR113C
intergenic*YJR112W-A_YJR113C	YJR112W-A	YJR113C
YJR113C	intergenic*YJR112W-A_YJR113C	YJR114W
YJR114W	YJR113C	intergenic*YJR114W_YJR115W
intergenic*YJR114W_YJR115W	YJR114W	YJR115W
YJR115W	intergenic*YJR114W_YJR115W	intergenic*YJR115W_YJR116W
intergenic*YJR115W_YJR116W	YJR115W	YJR116W
YJR116W	intergenic*YJR115W_YJR116W	intergenic*YJR116W_YJR117W
intergenic*YJR116W_YJR117W	YJR116W	YJR117W
YJR117W	intergenic*YJR116W_YJR117W	intergenic*YJR117W_YJR118C
intergenic*YJR117W_YJR118C	YJR117W	YJR118C
YJR118C	intergenic*YJR117W_YJR118C	intergenic*YJR118C_YJR119C
intergenic*YJR118C_YJR119C	YJR118C	YJR119C
YJR119C	intergenic*YJR118C_YJR119C	intergenic*YJR119C_YJR120W
intergenic*YJR119C_YJR120W	YJR119C	YJR120W
YJR120W	intergenic*YJR119C_YJR120W	intergenic*YJR120W_YJR121W
intergenic*YJR120W_YJR121W	YJR120W	YJR121W
YJR121W	intergenic*YJR120W_YJR121W	intergenic*YJR121W_YJR122W
intergenic*YJR121W_YJR122W	YJR121W	YJR122W
YJR122W	intergenic*YJR121W_YJR122W	intergenic*YJR122W_YJR123W
intergenic*YJR122W_YJR123W	YJR122W	YJR123W
YJR123W	intergenic*YJR122W_YJR123W	intergenic*YJR123W_YJR124C
intergenic*YJR123W_YJR124C	YJR123W	YJR124C
YJR124C	intergenic*YJR123W_YJR124C	intergenic*YJR124C_ARS1020
intergenic*YJR124C_ARS1020	YJR124C	ARS1020
ARS1020	intergenic*YJR124C_ARS1020	intergenic*ARS1020_YJR125C
intergenic*ARS1020_YJR125C	ARS1020	YJR125C
YJR125C	intergenic*ARS1020_YJR125C	intergenic*YJR125C_YJR126C
intergenic*YJR125C_YJR126C	YJR125C	YJR126C
YJR126C	intergenic*YJR125C_YJR126C	intergenic*YJR126C_YJR127C
intergenic*YJR126C_YJR127C	YJR126C	YJR127C
YJR127C	intergenic*YJR126C_YJR127C	YJR128W
YJR128W	YJR127C	intergenic*YJR128W_snR3
intergenic*YJR128W_snR3	YJR128W	snR3
snR3	intergenic*YJR128W_snR3	intergenic*snR3_YJR129C
intergenic*snR3_YJR129C	snR3	YJR129C
YJR129C	intergenic*snR3_YJR129C	intergenic*YJR129C_YJR130C
intergenic*YJR129C_YJR130C	YJR129C	YJR130C
YJR130C	intergenic*YJR129C_YJR130C	intergenic*YJR130C_YJR131W
intergenic*YJR130C_YJR131W	YJR130C	YJR131W
YJR131W	intergenic*YJR130C_YJR131W	intergenic*YJR131W_YJR132W
intergenic*YJR131W_YJR132W	YJR131W	YJR132W
YJR132W	intergenic*YJR131W_YJR132W	intergenic*YJR132W_YJR133W
intergenic*YJR132W_YJR133W	YJR132W	YJR133W
YJR133W	intergenic*YJR132W_YJR133W	intergenic*YJR133W_YJR134C
intergenic*YJR133W_YJR134C	YJR133W	YJR134C
YJR134C	intergenic*YJR133W_YJR134C	intergenic*YJR134C_YJR135C
intergenic*YJR134C_YJR135C	YJR134C	YJR135C
YJR135C	intergenic*YJR134C_YJR135C	intergenic*YJR135C_YJR135W-A
intergenic*YJR135C_YJR135W-A	YJR135C	YJR135W-A
YJR135W-A	intergenic*YJR135C_YJR135W-A	intergenic*YJR135W-A_YJR136C
intergenic*YJR135W-A_YJR136C	YJR135W-A	YJR136C
YJR136C	intergenic*YJR135W-A_YJR136C	intergenic*YJR136C_YJR137C
intergenic*YJR136C_YJR137C	YJR136C	YJR137C
YJR137C	intergenic*YJR136C_YJR137C	intergenic*YJR137C_ARS1021
intergenic*YJR137C_ARS1021	YJR137C	ARS1021
ARS1021	intergenic*YJR137C_ARS1021	intergenic*ARS1021_YJR138W
intergenic*ARS1021_YJR138W	ARS1021	YJR138W
YJR138W	intergenic*ARS1021_YJR138W	intergenic*YJR138W_YJR139C
intergenic*YJR138W_YJR139C	YJR138W	YJR139C
YJR139C	intergenic*YJR138W_YJR139C	intergenic*YJR139C_YJR140C
intergenic*YJR139C_YJR140C	YJR139C	YJR140C
YJR140C	intergenic*YJR139C_YJR140C	YJR140W-A
YJR140W-A	YJR140C	intergenic*YJR140C_YJR141W
intergenic*YJR140C_YJR141W	YJR140W-A	YJR141W
YJR141W	intergenic*YJR140C_YJR141W	intergenic*YJR141W_YJR142W
intergenic*YJR141W_YJR142W	YJR141W	YJR142W
YJR142W	intergenic*YJR141W_YJR142W	intergenic*YJR142W_YJR143C
intergenic*YJR142W_YJR143C	YJR142W	YJR143C
YJR143C	intergenic*YJR142W_YJR143C	intergenic*YJR143C_YJR144W
intergenic*YJR143C_YJR144W	YJR143C	YJR144W
YJR144W	intergenic*YJR143C_YJR144W	intergenic*YJR144W_YJR145C
intergenic*YJR144W_YJR145C	YJR144W	YJR145C
YJR145C	intergenic*YJR144W_YJR145C	intergenic*YJR145C_YJR146W
intergenic*YJR145C_YJR146W	YJR145C	YJR146W
YJR146W	intergenic*YJR145C_YJR146W	YJR147W
YJR147W	YJR146W	intergenic*YJR147W_YJR148W
intergenic*YJR147W_YJR148W	YJR147W	YJR148W
YJR148W	intergenic*YJR147W_YJR148W	intergenic*YJR148W_YJR149W
intergenic*YJR148W_YJR149W	YJR148W	YJR149W
YJR149W	intergenic*YJR148W_YJR149W	intergenic*YJR149W_YJR150C
intergenic*YJR149W_YJR150C	YJR149W	YJR150C
YJR150C	intergenic*YJR149W_YJR150C	intergenic*YJR150C_ARS1022
intergenic*YJR150C_ARS1022	YJR150C	ARS1022
ARS1022	intergenic*YJR150C_ARS1022	intergenic*ARS1022_YJR151C
intergenic*ARS1022_YJR151C	ARS1022	YJR151C
YJR151C	intergenic*ARS1022_YJR151C	intergenic*YJR151C_YJR151W-A
intergenic*YJR151C_YJR151W-A	YJR151C	YJR151W-A
YJR151W-A	intergenic*YJR151C_YJR151W-A	intergenic*YJR151W-A_YJR152W
intergenic*YJR151W-A_YJR152W	YJR151W-A	YJR152W
YJR152W	intergenic*YJR151W-A_YJR152W	intergenic*YJR152W_YJR153W
intergenic*YJR152W_YJR153W	YJR152W	YJR153W
YJR153W	intergenic*YJR152W_YJR153W	intergenic*YJR153W_YJR154W
intergenic*YJR153W_YJR154W	YJR153W	YJR154W
YJR154W	intergenic*YJR153W_YJR154W	intergenic*YJR154W_YJR155W
intergenic*YJR154W_YJR155W	YJR154W	YJR155W
YJR155W	intergenic*YJR154W_YJR155W	intergenic*YJR155W_YJR156C
intergenic*YJR155W_YJR156C	YJR155W	YJR156C
YJR156C	intergenic*YJR155W_YJR156C	intergenic*YJR156C_ARS1023
intergenic*YJR156C_ARS1023	YJR156C	ARS1023
ARS1023	intergenic*YJR156C_ARS1023	intergenic*ARS1023_YJR157W
intergenic*ARS1023_YJR157W	ARS1023	YJR157W
YJR157W	intergenic*ARS1023_YJR157W	intergenic*YJR157W_YJR158W
intergenic*YJR157W_YJR158W	YJR157W	YJR158W
YJR158W	intergenic*YJR157W_YJR158W	intergenic*YJR158W_YJR159W
intergenic*YJR158W_YJR159W	YJR158W	YJR159W
YJR159W	intergenic*YJR158W_YJR159W	ARS1024
ARS1024	YJR159W	intergenic*ARS1024_YJR160C
intergenic*ARS1024_YJR160C	ARS1024	YJR160C
YJR160C	intergenic*ARS1024_YJR160C	intergenic*YJR160C_YJR161C
intergenic*YJR160C_YJR161C	YJR160C	YJR161C
YJR161C	intergenic*YJR160C_YJR161C	intergenic*YJR161C_ARS1025
intergenic*YJR161C_ARS1025	YJR161C	ARS1025
ARS1025	intergenic*YJR161C_ARS1025	NA
TEL10R	NA	NA
YJR162C	NA	NA
TEL11L	NA	intergenic*TEL11L_YKL224C
YKL225W	NA	intergenic*TEL11L_YKL224C
intergenic*TEL11L_YKL224C	TEL11L	YKL224C
YKL224C	intergenic*TEL11L_YKL224C	intergenic*YKL224C_YKL223W
intergenic*YKL224C_YKL223W	YKL224C	YKL223W
YKL223W	intergenic*YKL224C_YKL223W	intergenic*YKL223W_YKL222C
intergenic*YKL223W_YKL222C	YKL223W	YKL222C
YKL222C	intergenic*YKL223W_YKL222C	intergenic*YKL222C_ARS1102
intergenic*YKL222C_ARS1102	YKL222C	YKL221W
YKL221W	intergenic*YKL222C_ARS1102	ARS1102
ARS1102	YKL221W	intergenic*ARS1102_YKL220C
intergenic*ARS1102_YKL220C	ARS1102	YKL220C
YKL220C	intergenic*ARS1102_YKL220C	intergenic*YKL220C_YKL219W
intergenic*YKL220C_YKL219W	YKL220C	YKL219W
YKL219W	intergenic*YKL220C_YKL219W	intergenic*YKL219W_YKL218C
intergenic*YKL219W_YKL218C	YKL219W	YKL218C
YKL218C	intergenic*YKL219W_YKL218C	intergenic*YKL218C_YKL217W
intergenic*YKL218C_YKL217W	YKL218C	YKL217W
YKL217W	intergenic*YKL218C_YKL217W	intergenic*YKL217W_YKL216W
intergenic*YKL217W_YKL216W	YKL217W	YKL216W
YKL216W	intergenic*YKL217W_YKL216W	intergenic*YKL216W_YKL215C
intergenic*YKL216W_YKL215C	YKL216W	YKL215C
YKL215C	intergenic*YKL216W_YKL215C	intergenic*YKL215C_YKL214C
intergenic*YKL215C_YKL214C	YKL215C	YKL214C
YKL214C	intergenic*YKL215C_YKL214C	intergenic*YKL214C_YKL213C
intergenic*YKL214C_YKL213C	YKL214C	YKL213C
YKL213C	intergenic*YKL214C_YKL213C	intergenic*YKL213C_YKL212W
intergenic*YKL213C_YKL212W	YKL213C	YKL212W
YKL212W	intergenic*YKL213C_YKL212W	intergenic*YKL212W_YKL211C
intergenic*YKL212W_YKL211C	YKL212W	YKL211C
YKL211C	intergenic*YKL212W_YKL211C	intergenic*YKL211C_snR64
intergenic*YKL211C_snR64	YKL211C	snR64
snR64	intergenic*YKL211C_snR64	intergenic*snR64_YKL210W
intergenic*snR64_YKL210W	snR64	YKL210W
YKL210W	intergenic*snR64_YKL210W	intergenic*YKL210W_YKL209C
intergenic*YKL210W_YKL209C	YKL210W	YKL209C
YKL209C	intergenic*YKL210W_YKL209C	intergenic*YKL209C_tT(CGU)K
intergenic*YKL209C_tT(CGU)K	YKL209C	tT(CGU)K
tT(CGU)K	intergenic*YKL209C_tT(CGU)K	intergenic*tT(CGU)K_YKL208W
intergenic*tT(CGU)K_YKL208W	tT(CGU)K	YKL208W
YKL208W	intergenic*tT(CGU)K_YKL208W	intergenic*YKL208W_YKL207W
intergenic*YKL208W_YKL207W	YKL208W	YKL207W
YKL207W	intergenic*YKL208W_YKL207W	intergenic*YKL207W_YKL206C
intergenic*YKL207W_YKL206C	YKL207W	YKL206C
YKL206C	intergenic*YKL207W_YKL206C	intergenic*YKL206C_YKL205W
intergenic*YKL206C_YKL205W	YKL206C	YKL205W
YKL205W	intergenic*YKL206C_YKL205W	intergenic*YKL205W_YKL204W
intergenic*YKL205W_YKL204W	YKL205W	YKL204W
YKL204W	intergenic*YKL205W_YKL204W	intergenic*YKL204W_ARS1103
intergenic*YKL204W_ARS1103	YKL204W	ARS1103
ARS1103	intergenic*YKL204W_ARS1103	intergenic*ARS1103_YKL203C
intergenic*ARS1103_YKL203C	ARS1103	YKL203C
YKL203C	intergenic*ARS1103_YKL203C	intergenic*YKL203C_YKL202W
intergenic*YKL203C_YKL202W	YKL203C	YKL202W
YKL202W	intergenic*YKL203C_YKL202W	YKL201C
YKL201C	YKL202W	intergenic*YKL201C_YKL198C
intergenic*YKL201C_YKL198C	YKL201C	YKL198C
YKL198C	intergenic*YKL201C_YKL198C	intergenic*YKL198C_YKL197C
intergenic*YKL198C_YKL197C	YKL198C	YKL197C
YKL197C	intergenic*YKL198C_YKL197C	intergenic*YKL197C_YKLWdelta1
intergenic*YKL197C_YKLWdelta1	YKL197C	YKLWdelta1
YKLWdelta1	intergenic*YKL197C_YKLWdelta1	intergenic*YKLWdelta1_tN(GUU)K
intergenic*YKLWdelta1_tN(GUU)K	YKLWdelta1	tN(GUU)K
tN(GUU)K	intergenic*YKLWdelta1_tN(GUU)K	intergenic*tN(GUU)K_YKL196C
intergenic*tN(GUU)K_YKL196C	tN(GUU)K	YKL196C
YKL196C	intergenic*tN(GUU)K_YKL196C	intergenic*YKL196C_YKL195W
intergenic*YKL196C_YKL195W	YKL196C	YKL195W
YKL195W	intergenic*YKL196C_YKL195W	intergenic*YKL195W_YKL194C
intergenic*YKL195W_YKL194C	YKL195W	YKL194C
YKL194C	intergenic*YKL195W_YKL194C	intergenic*YKL194C_YKL193C
intergenic*YKL194C_YKL193C	YKL194C	YKL193C
YKL193C	intergenic*YKL194C_YKL193C	intergenic*YKL193C_YKL192C
intergenic*YKL193C_YKL192C	YKL193C	YKL192C
YKL192C	intergenic*YKL193C_YKL192C	intergenic*YKL192C_YKL191W
intergenic*YKL192C_YKL191W	YKL192C	YKL191W
YKL191W	intergenic*YKL192C_YKL191W	intergenic*YKL191W_YKL190W
intergenic*YKL191W_YKL190W	YKL191W	YKL190W
YKL190W	intergenic*YKL191W_YKL190W	intergenic*YKL190W_YKLCdelta2
intergenic*YKL190W_YKLCdelta2	YKL190W	YKLCdelta2
YKLCdelta2	intergenic*YKL190W_YKLCdelta2	intergenic*YKLCdelta2_tL(UAA)K
intergenic*YKLCdelta2_tL(UAA)K	YKLCdelta2	tL(UAA)K
tL(UAA)K	intergenic*YKLCdelta2_tL(UAA)K	intergenic*tL(UAA)K_YKL189W
intergenic*tL(UAA)K_YKL189W	tL(UAA)K	YKL189W
YKL189W	intergenic*tL(UAA)K_YKL189W	intergenic*YKL189W_YKL188C
intergenic*YKL189W_YKL188C	YKL189W	YKL188C
YKL188C	intergenic*YKL189W_YKL188C	intergenic*YKL188C_ARS1104
intergenic*YKL188C_ARS1104	YKL188C	ARS1104
ARS1104	intergenic*YKL188C_ARS1104	YKL187C
YKL187C	ARS1104	intergenic*YKL187C_YKL186C
intergenic*YKL187C_YKL186C	YKL187C	YKL186C
YKL186C	intergenic*YKL187C_YKL186C	intergenic*YKL186C_YKL185W
intergenic*YKL186C_YKL185W	YKL186C	YKL185W
YKL185W	intergenic*YKL186C_YKL185W	intergenic*YKL185W_YKL184W
intergenic*YKL185W_YKL184W	YKL185W	YKL184W
YKL184W	intergenic*YKL185W_YKL184W	intergenic*YKL184W_ARS1125
intergenic*YKL184W_ARS1125	YKL184W	ARS1125
ARS1125	intergenic*YKL184W_ARS1125	YKL183C-A
YKL183C-A	ARS1125	intergenic*YKL183C-A_YKL183W
intergenic*YKL183C-A_YKL183W	YKL183C-A	YKL183W
YKL183W	intergenic*YKL183C-A_YKL183W	intergenic*YKL183W_YKL182W
intergenic*YKL183W_YKL182W	YKL183W	YKL182W
YKL182W	intergenic*YKL183W_YKL182W	intergenic*YKL182W_YKL181W
intergenic*YKL182W_YKL181W	YKL182W	YKL181W
YKL181W	intergenic*YKL182W_YKL181W	intergenic*YKL181W_YKL180W
intergenic*YKL181W_YKL180W	YKL181W	YKL180W
YKL180W	intergenic*YKL181W_YKL180W	intergenic*YKL180W_YKL179C
intergenic*YKL180W_YKL179C	YKL180W	YKL179C
YKL179C	intergenic*YKL180W_YKL179C	intergenic*YKL179C_YKL178C
intergenic*YKL179C_YKL178C	YKL179C	YKL178C
YKL178C	intergenic*YKL179C_YKL178C	YKL177W
YKL177W	YKL178C	intergenic*YKL177W_YKL176C
intergenic*YKL177W_YKL176C	YKL177W	YKL176C
YKL176C	intergenic*YKL177W_YKL176C	intergenic*YKL176C_YKL175W
intergenic*YKL176C_YKL175W	YKL176C	YKL175W
YKL175W	intergenic*YKL176C_YKL175W	intergenic*YKL175W_YKL174C
intergenic*YKL175W_YKL174C	YKL175W	YKL174C
YKL174C	intergenic*YKL175W_YKL174C	intergenic*YKL174C_YKL173W
intergenic*YKL174C_YKL173W	YKL174C	YKL173W
YKL173W	intergenic*YKL174C_YKL173W	intergenic*YKL173W_YKL172W
intergenic*YKL173W_YKL172W	YKL173W	YKL172W
YKL172W	intergenic*YKL173W_YKL172W	intergenic*YKL172W_YKL171W
intergenic*YKL172W_YKL171W	YKL172W	YKL171W
YKL171W	intergenic*YKL172W_YKL171W	intergenic*YKL171W_YKL170W
intergenic*YKL171W_YKL170W	YKL171W	YKL170W
YKL170W	intergenic*YKL171W_YKL170W	YKL169C
YKL169C	YKL170W	intergenic*YKL169C_YKL168C
intergenic*YKL169C_YKL168C	YKL169C	YKL168C
YKL168C	intergenic*YKL169C_YKL168C	intergenic*YKL168C_YKL167C
intergenic*YKL168C_YKL167C	YKL168C	YKL167C
YKL167C	intergenic*YKL168C_YKL167C	intergenic*YKL167C_YKL166C
intergenic*YKL167C_YKL166C	YKL167C	YKL166C
YKL166C	intergenic*YKL167C_YKL166C	intergenic*YKL166C_YKL165C-A
intergenic*YKL166C_YKL165C-A	YKL166C	YKL165C-A
YKL165C-A	intergenic*YKL166C_YKL165C-A	intergenic*YKL165C-A_YKL165C
intergenic*YKL165C-A_YKL165C	YKL165C-A	YKL165C
YKL165C	intergenic*YKL165C-A_YKL165C	intergenic*YKL165C_tE(UUC)K
intergenic*YKL165C_tE(UUC)K	YKL165C	tE(UUC)K
tE(UUC)K	intergenic*YKL165C_tE(UUC)K	intergenic*tE(UUC)K_YKL164C
intergenic*tE(UUC)K_YKL164C	tE(UUC)K	YKL164C
YKL164C	intergenic*tE(UUC)K_YKL164C	intergenic*YKL164C_YKL163W
intergenic*YKL164C_YKL163W	YKL164C	YKL163W
YKL163W	intergenic*YKL164C_YKL163W	intergenic*YKL163W_YKL162C-A
intergenic*YKL163W_YKL162C-A	YKL163W	YKL162C-A
YKL162C-A	intergenic*YKL163W_YKL162C-A	intergenic*YKL162C-A_YKL162C
intergenic*YKL162C-A_YKL162C	YKL162C-A	YKL162C
YKL162C	intergenic*YKL162C-A_YKL162C	intergenic*YKL162C_YKL161C
intergenic*YKL162C_YKL161C	YKL162C	YKL161C
YKL161C	intergenic*YKL162C_YKL161C	intergenic*YKL161C_ARS1106
intergenic*YKL161C_ARS1106	YKL161C	ARS1106
ARS1106	intergenic*YKL161C_ARS1106	intergenic*ARS1106_YKL160W
intergenic*ARS1106_YKL160W	ARS1106	YKL160W
YKL160W	intergenic*ARS1106_YKL160W	intergenic*YKL160W_YKL159C
intergenic*YKL160W_YKL159C	YKL160W	YKL159C
YKL159C	intergenic*YKL160W_YKL159C	intergenic*YKL159C_YKL157W
intergenic*YKL159C_YKL157W	YKL159C	YKL157W
YKL157W	intergenic*YKL159C_YKL157W	intergenic*YKL157W_YKL156W
intergenic*YKL157W_YKL156W	YKL157W	YKL156W
YKL156W	intergenic*YKL157W_YKL156W	YKL156C-A
YKL156C-A	YKL156W	intergenic*YKL156W_YKL155C
intergenic*YKL156W_YKL155C	YKL156C-A	YKL155C
YKL155C	intergenic*YKL156W_YKL155C	intergenic*YKL155C_YKL154W
intergenic*YKL155C_YKL154W	YKL155C	YKL154W
YKL154W	intergenic*YKL155C_YKL154W	intergenic*YKL154W_tR(UCU)K
intergenic*YKL154W_tR(UCU)K	YKL154W	tR(UCU)K
tR(UCU)K	intergenic*YKL154W_tR(UCU)K	intergenic*tR(UCU)K_YKLWdelta3
intergenic*tR(UCU)K_YKLWdelta3	tR(UCU)K	YKLWdelta3
YKLWdelta3	intergenic*tR(UCU)K_YKLWdelta3	intergenic*YKLWdelta3_YKL153W
intergenic*YKLWdelta3_YKL153W	YKLWdelta3	YKL153W
YKL153W	intergenic*YKLWdelta3_YKL153W	YKL152C
YKL152C	YKL153W	intergenic*YKL152C_YKL151C
intergenic*YKL152C_YKL151C	YKL152C	YKL151C
YKL151C	intergenic*YKL152C_YKL151C	intergenic*YKL151C_YKL150W
intergenic*YKL151C_YKL150W	YKL151C	YKL150W
YKL150W	intergenic*YKL151C_YKL150W	intergenic*YKL150W_YKL149C
intergenic*YKL150W_YKL149C	YKL150W	YKL149C
YKL149C	intergenic*YKL150W_YKL149C	intergenic*YKL149C_YKL148C
intergenic*YKL149C_YKL148C	YKL149C	YKL148C
YKL148C	intergenic*YKL149C_YKL148C	intergenic*YKL148C_YKL147C
intergenic*YKL148C_YKL147C	YKL148C	YKL147C
YKL147C	intergenic*YKL148C_YKL147C	YKL146W
YKL146W	YKL147C	intergenic*YKL146W_YKL145W
intergenic*YKL146W_YKL145W	YKL146W	YKL145W
YKL145W	intergenic*YKL146W_YKL145W	YKL145W-A
YKL145W-A	YKL145W	intergenic*YKL145W-A_YKL144C
intergenic*YKL145W-A_YKL144C	YKL145W-A	YKL144C
YKL144C	intergenic*YKL145W-A_YKL144C	intergenic*YKL144C_YKL143W
intergenic*YKL144C_YKL143W	YKL144C	YKL143W
YKL143W	intergenic*YKL144C_YKL143W	intergenic*YKL143W_YKL142W
intergenic*YKL143W_YKL142W	YKL143W	YKL142W
YKL142W	intergenic*YKL143W_YKL142W	intergenic*YKL142W_YKL141W
intergenic*YKL142W_YKL141W	YKL142W	YKL141W
YKL141W	intergenic*YKL142W_YKL141W	intergenic*YKL141W_YKL140W
intergenic*YKL141W_YKL140W	YKL141W	YKL140W
YKL140W	intergenic*YKL141W_YKL140W	intergenic*YKL140W_YKL139W
intergenic*YKL140W_YKL139W	YKL140W	YKL139W
YKL139W	intergenic*YKL140W_YKL139W	intergenic*YKL139W_YKL138C-A
intergenic*YKL139W_YKL138C-A	YKL139W	YKL138C-A
YKL138C-A	intergenic*YKL139W_YKL138C-A	intergenic*YKL138C-A_YKL138C
