Feature_name_B_next	Feature_name_B_next_next
intergenic*YJRCdelta15_tG(GCC)J2	tG(GCC)J2
tG(GCC)J2	intergenic*tG(GCC)J2_YJR052W
intergenic*tG(GCC)J2_YJR052W	YJR052W
YJR052W	intergenic*YJR052W_YJR053W
intergenic*YJR052W_YJR053W	YJR053W
YJR053W	intergenic*YJR053W_YJR054W
intergenic*YJR053W_YJR054W	YJR054W
YJR054W	intergenic*YJR054W_YJRCdelta16
intergenic*YJR054W_YJRCdelta16	YJRCdelta16
YJRCdelta16	intergenic*YJRCdelta16_YJRWdelta17
intergenic*YJRCdelta16_YJRWdelta17	YJRWdelta17
YJRWdelta17	intergenic*YJRWdelta17_tR(CCU)J
intergenic*YJRWdelta17_tR(CCU)J	tR(CCU)J
tR(CCU)J	intergenic*tR(CCU)J_YJR055W
intergenic*tR(CCU)J_YJR055W	YJR055W
YJR055W	intergenic*YJR055W_ARS1018
intergenic*YJR055W_ARS1018	ARS1018
ARS1018	YJRWdelta18
YJRWdelta18	intergenic*YJRWdelta18_YJRCdelta19
intergenic*YJRWdelta18_YJRCdelta19	YJRCdelta19
YJRCdelta19	intergenic*YJRCdelta19_tD(GUC)J4
intergenic*YJRCdelta19_tD(GUC)J4	tD(GUC)J4
tD(GUC)J4	intergenic*tD(GUC)J4_YJR056C
intergenic*tD(GUC)J4_YJR056C	YJR056C
YJR056C	intergenic*YJR056C_tY(GUA)J2
intergenic*YJR056C_tY(GUA)J2	tY(GUA)J2
tY(GUA)J2	intergenic*tY(GUA)J2_YJRWdelta20
intergenic*tY(GUA)J2_YJRWdelta20	YJRWdelta20
YJRWdelta20	intergenic*YJRWdelta20_YJR057W
intergenic*YJRWdelta20_YJR057W	YJR057W
YJR057W	intergenic*YJR057W_YJR058C
intergenic*YJR057W_YJR058C	YJR058C
YJR058C	intergenic*YJR058C_YJR059W
intergenic*YJR058C_YJR059W	YJR059W
YJR059W	intergenic*YJR059W_YJR060W
intergenic*YJR059W_YJR060W	YJR060W
YJR060W	intergenic*YJR060W_YJR061W
intergenic*YJR060W_YJR061W	YJR061W
YJR061W	intergenic*YJR061W_YJR062C
intergenic*YJR061W_YJR062C	YJR062C
YJR062C	intergenic*YJR062C_YJR063W
intergenic*YJR062C_YJR063W	YJR063W
YJR063W	intergenic*YJR063W_YJR064W
intergenic*YJR063W_YJR064W	YJR064W
YJR064W	intergenic*YJR064W_YJR065C
intergenic*YJR064W_YJR065C	YJR065C
YJR065C	intergenic*YJR065C_YJR066W
intergenic*YJR065C_YJR066W	YJR066W
YJR066W	intergenic*YJR066W_YJR067C
intergenic*YJR066W_YJR067C	YJR067C
YJR067C	intergenic*YJR067C_YJR068W
intergenic*YJR067C_YJR068W	YJR068W
YJR068W	intergenic*YJR068W_YJR069C
intergenic*YJR068W_YJR069C	YJR069C
YJR069C	intergenic*YJR069C_YJR070C
intergenic*YJR069C_YJR070C	YJR070C
YJR070C	YJR071W
YJR071W	intergenic*YJR071W_YJR072C
intergenic*YJR071W_YJR072C	YJR072C
YJR072C	intergenic*YJR072C_YJR073C
intergenic*YJR072C_YJR073C	YJR073C
YJR073C	intergenic*YJR073C_YJR074W
intergenic*YJR073C_YJR074W	YJR074W
YJR074W	intergenic*YJR074W_YJR075W
intergenic*YJR074W_YJR075W	YJR075W
YJR075W	intergenic*YJR075W_YJR076C
intergenic*YJR075W_YJR076C	YJR076C
YJR076C	intergenic*YJR076C_YJR077C
intergenic*YJR076C_YJR077C	YJR077C
YJR077C	intergenic*YJR077C_YJR078W
intergenic*YJR077C_YJR078W	YJR078W
YJR078W	YJR079W
YJR079W	YJR080C
YJR080C	intergenic*YJR080C_YJR082C
intergenic*YJR080C_YJR082C	YJR082C
YJR082C	intergenic*YJR082C_YJR083C
intergenic*YJR082C_YJR083C	YJR083C
YJR083C	intergenic*YJR083C_YJR084W
intergenic*YJR083C_YJR084W	YJR084W
YJR084W	intergenic*YJR084W_YJR085C
intergenic*YJR084W_YJR085C	YJR085C
YJR085C	intergenic*YJR085C_YJR086W
intergenic*YJR085C_YJR086W	YJR086W
YJR086W	YJR087W
YJR087W	YJR088C
YJR088C	intergenic*YJR088C_YJR089W
intergenic*YJR088C_YJR089W	YJR089W
YJR089W	intergenic*YJR089W_YJR090C
intergenic*YJR089W_YJR090C	YJR090C
YJR090C	intergenic*YJR090C_YJR091C
intergenic*YJR090C_YJR091C	YJR091C
YJR091C	intergenic*YJR091C_YJR092W
intergenic*YJR091C_YJR092W	YJR092W
YJR092W	intergenic*YJR092W_YJR093C
intergenic*YJR092W_YJR093C	YJR093C
YJR093C	intergenic*YJR093C_YJR094C
intergenic*YJR093C_YJR094C	YJR094C
YJR094C	intergenic*YJR094C_IRT1
intergenic*YJR094C_IRT1	IRT1
IRT1	intergenic*IRT1_YJR094W-A
intergenic*IRT1_YJR094W-A	YJR094W-A
YJR094W-A	intergenic*YJR094W-A_YJR095W
intergenic*YJR094W-A_YJR095W	YJR095W
YJR095W	intergenic*YJR095W_YJR096W
intergenic*YJR095W_YJR096W	YJR096W
YJR096W	intergenic*YJR096W_YJR097W
intergenic*YJR096W_YJR097W	YJR097W
YJR097W	ARS1019
ARS1019	YJR098C
YJR098C	intergenic*YJR098C_YJR099W
intergenic*YJR098C_YJR099W	YJR099W
YJR099W	intergenic*YJR099W_YJR100C
intergenic*YJR099W_YJR100C	YJR100C
YJR100C	intergenic*YJR100C_tL(UAG)J
intergenic*YJR100C_tL(UAG)J	tL(UAG)J
tL(UAG)J	intergenic*tL(UAG)J_YJR101W
intergenic*tL(UAG)J_YJR101W	YJR101W
YJR101W	intergenic*YJR101W_YJR102C
intergenic*YJR101W_YJR102C	YJR102C
YJR102C	intergenic*YJR102C_YJR103W
intergenic*YJR102C_YJR103W	YJR103W
YJR103W	intergenic*YJR103W_YJR104C
intergenic*YJR103W_YJR104C	YJR104C
YJR104C	intergenic*YJR104C_YJR105W
intergenic*YJR104C_YJR105W	YJR105W
YJR105W	intergenic*YJR105W_YJR106W
intergenic*YJR105W_YJR106W	YJR106W
YJR106W	intergenic*YJR106W_YJR107W
intergenic*YJR106W_YJR107W	YJR107W
YJR107W	intergenic*YJR107W_YJR108W
intergenic*YJR107W_YJR108W	YJR108W
YJR108W	intergenic*YJR108W_YJR109C
intergenic*YJR108W_YJR109C	YJR109C
YJR109C	intergenic*YJR109C_YJR110W
intergenic*YJR109C_YJR110W	YJR110W
YJR110W	intergenic*YJR110W_YJR111C
intergenic*YJR110W_YJR111C	YJR111C
YJR111C	intergenic*YJR111C_YJR112W
intergenic*YJR111C_YJR112W	YJR112W
YJR112W	intergenic*YJR112W_YJR112W-A
intergenic*YJR112W_YJR112W-A	YJR112W-A
YJR112W-A	intergenic*YJR112W-A_YJR113C
intergenic*YJR112W-A_YJR113C	YJR113C
YJR113C	YJR114W
YJR114W	intergenic*YJR114W_YJR115W
intergenic*YJR114W_YJR115W	YJR115W
YJR115W	intergenic*YJR115W_YJR116W
intergenic*YJR115W_YJR116W	YJR116W
YJR116W	intergenic*YJR116W_YJR117W
intergenic*YJR116W_YJR117W	YJR117W
YJR117W	intergenic*YJR117W_YJR118C
intergenic*YJR117W_YJR118C	YJR118C
YJR118C	intergenic*YJR118C_YJR119C
intergenic*YJR118C_YJR119C	YJR119C
YJR119C	intergenic*YJR119C_YJR120W
intergenic*YJR119C_YJR120W	YJR120W
YJR120W	intergenic*YJR120W_YJR121W
intergenic*YJR120W_YJR121W	YJR121W
YJR121W	intergenic*YJR121W_YJR122W
intergenic*YJR121W_YJR122W	YJR122W
YJR122W	intergenic*YJR122W_YJR123W
intergenic*YJR122W_YJR123W	YJR123W
YJR123W	intergenic*YJR123W_YJR124C
intergenic*YJR123W_YJR124C	YJR124C
YJR124C	intergenic*YJR124C_ARS1020
intergenic*YJR124C_ARS1020	ARS1020
ARS1020	intergenic*ARS1020_YJR125C
intergenic*ARS1020_YJR125C	YJR125C
YJR125C	intergenic*YJR125C_YJR126C
intergenic*YJR125C_YJR126C	YJR126C
YJR126C	intergenic*YJR126C_YJR127C
intergenic*YJR126C_YJR127C	YJR127C
YJR127C	YJR128W
YJR128W	intergenic*YJR128W_snR3
intergenic*YJR128W_snR3	snR3
snR3	intergenic*snR3_YJR129C
intergenic*snR3_YJR129C	YJR129C
YJR129C	intergenic*YJR129C_YJR130C
intergenic*YJR129C_YJR130C	YJR130C
YJR130C	intergenic*YJR130C_YJR131W
intergenic*YJR130C_YJR131W	YJR131W
YJR131W	intergenic*YJR131W_YJR132W
intergenic*YJR131W_YJR132W	YJR132W
YJR132W	intergenic*YJR132W_YJR133W
intergenic*YJR132W_YJR133W	YJR133W
YJR133W	intergenic*YJR133W_YJR134C
intergenic*YJR133W_YJR134C	YJR134C
YJR134C	intergenic*YJR134C_YJR135C
intergenic*YJR134C_YJR135C	YJR135C
YJR135C	intergenic*YJR135C_YJR135W-A
intergenic*YJR135C_YJR135W-A	YJR135W-A
YJR135W-A	intergenic*YJR135W-A_YJR136C
intergenic*YJR135W-A_YJR136C	YJR136C
YJR136C	intergenic*YJR136C_YJR137C
intergenic*YJR136C_YJR137C	YJR137C
YJR137C	intergenic*YJR137C_ARS1021
intergenic*YJR137C_ARS1021	ARS1021
ARS1021	intergenic*ARS1021_YJR138W
intergenic*ARS1021_YJR138W	YJR138W
YJR138W	intergenic*YJR138W_YJR139C
intergenic*YJR138W_YJR139C	YJR139C
YJR139C	intergenic*YJR139C_YJR140C
intergenic*YJR139C_YJR140C	YJR140C
YJR140C	YJR140W-A
YJR140W-A	intergenic*YJR140C_YJR141W
intergenic*YJR140C_YJR141W	YJR141W
YJR141W	intergenic*YJR141W_YJR142W
intergenic*YJR141W_YJR142W	YJR142W
YJR142W	intergenic*YJR142W_YJR143C
intergenic*YJR142W_YJR143C	YJR143C
YJR143C	intergenic*YJR143C_YJR144W
intergenic*YJR143C_YJR144W	YJR144W
YJR144W	intergenic*YJR144W_YJR145C
intergenic*YJR144W_YJR145C	YJR145C
YJR145C	intergenic*YJR145C_YJR146W
intergenic*YJR145C_YJR146W	YJR146W
YJR146W	YJR147W
YJR147W	intergenic*YJR147W_YJR148W
intergenic*YJR147W_YJR148W	YJR148W
YJR148W	intergenic*YJR148W_YJR149W
intergenic*YJR148W_YJR149W	YJR149W
YJR149W	intergenic*YJR149W_YJR150C
intergenic*YJR149W_YJR150C	YJR150C
YJR150C	intergenic*YJR150C_ARS1022
intergenic*YJR150C_ARS1022	ARS1022
ARS1022	intergenic*ARS1022_YJR151C
intergenic*ARS1022_YJR151C	YJR151C
YJR151C	intergenic*YJR151C_YJR151W-A
intergenic*YJR151C_YJR151W-A	YJR151W-A
YJR151W-A	intergenic*YJR151W-A_YJR152W
intergenic*YJR151W-A_YJR152W	YJR152W
YJR152W	intergenic*YJR152W_YJR153W
intergenic*YJR152W_YJR153W	YJR153W
YJR153W	intergenic*YJR153W_YJR154W
intergenic*YJR153W_YJR154W	YJR154W
YJR154W	intergenic*YJR154W_YJR155W
intergenic*YJR154W_YJR155W	YJR155W
YJR155W	intergenic*YJR155W_YJR156C
intergenic*YJR155W_YJR156C	YJR156C
YJR156C	intergenic*YJR156C_ARS1023
intergenic*YJR156C_ARS1023	ARS1023
ARS1023	intergenic*ARS1023_YJR157W
intergenic*ARS1023_YJR157W	YJR157W
YJR157W	intergenic*YJR157W_YJR158W
intergenic*YJR157W_YJR158W	YJR158W
YJR158W	intergenic*YJR158W_YJR159W
intergenic*YJR158W_YJR159W	YJR159W
YJR159W	ARS1024
ARS1024	intergenic*ARS1024_YJR160C
intergenic*ARS1024_YJR160C	YJR160C
YJR160C	intergenic*YJR160C_YJR161C
intergenic*YJR160C_YJR161C	YJR161C
YJR161C	intergenic*YJR161C_ARS1025
intergenic*YJR161C_ARS1025	ARS1025
ARS1025	NA
TEL10R	NA
YJR162C	NA
TEL11L	intergenic*TEL11L_YKL224C
YKL225W	intergenic*TEL11L_YKL224C
intergenic*TEL11L_YKL224C	YKL224C
YKL224C	intergenic*YKL224C_YKL223W
intergenic*YKL224C_YKL223W	YKL223W
YKL223W	intergenic*YKL223W_YKL222C
intergenic*YKL223W_YKL222C	YKL222C
YKL222C	intergenic*YKL222C_ARS1102
intergenic*YKL222C_ARS1102	YKL221W
YKL221W	ARS1102
ARS1102	intergenic*ARS1102_YKL220C
intergenic*ARS1102_YKL220C	YKL220C
YKL220C	intergenic*YKL220C_YKL219W
intergenic*YKL220C_YKL219W	YKL219W
YKL219W	intergenic*YKL219W_YKL218C
intergenic*YKL219W_YKL218C	YKL218C
YKL218C	intergenic*YKL218C_YKL217W
intergenic*YKL218C_YKL217W	YKL217W
YKL217W	intergenic*YKL217W_YKL216W
intergenic*YKL217W_YKL216W	YKL216W
YKL216W	intergenic*YKL216W_YKL215C
intergenic*YKL216W_YKL215C	YKL215C
YKL215C	intergenic*YKL215C_YKL214C
intergenic*YKL215C_YKL214C	YKL214C
YKL214C	intergenic*YKL214C_YKL213C
intergenic*YKL214C_YKL213C	YKL213C
YKL213C	intergenic*YKL213C_YKL212W
intergenic*YKL213C_YKL212W	YKL212W
YKL212W	intergenic*YKL212W_YKL211C
intergenic*YKL212W_YKL211C	YKL211C
YKL211C	intergenic*YKL211C_snR64
intergenic*YKL211C_snR64	snR64
snR64	intergenic*snR64_YKL210W
intergenic*snR64_YKL210W	YKL210W
YKL210W	intergenic*YKL210W_YKL209C
intergenic*YKL210W_YKL209C	YKL209C
YKL209C	intergenic*YKL209C_tT(CGU)K
intergenic*YKL209C_tT(CGU)K	tT(CGU)K
tT(CGU)K	intergenic*tT(CGU)K_YKL208W
intergenic*tT(CGU)K_YKL208W	YKL208W
YKL208W	intergenic*YKL208W_YKL207W
intergenic*YKL208W_YKL207W	YKL207W
YKL207W	intergenic*YKL207W_YKL206C
intergenic*YKL207W_YKL206C	YKL206C
YKL206C	intergenic*YKL206C_YKL205W
intergenic*YKL206C_YKL205W	YKL205W
YKL205W	intergenic*YKL205W_YKL204W
intergenic*YKL205W_YKL204W	YKL204W
YKL204W	intergenic*YKL204W_ARS1103
intergenic*YKL204W_ARS1103	ARS1103
ARS1103	intergenic*ARS1103_YKL203C
intergenic*ARS1103_YKL203C	YKL203C
YKL203C	intergenic*YKL203C_YKL202W
intergenic*YKL203C_YKL202W	YKL202W
YKL202W	YKL201C
YKL201C	intergenic*YKL201C_YKL198C
intergenic*YKL201C_YKL198C	YKL198C
YKL198C	intergenic*YKL198C_YKL197C
intergenic*YKL198C_YKL197C	YKL197C
YKL197C	intergenic*YKL197C_YKLWdelta1
intergenic*YKL197C_YKLWdelta1	YKLWdelta1
YKLWdelta1	intergenic*YKLWdelta1_tN(GUU)K
intergenic*YKLWdelta1_tN(GUU)K	tN(GUU)K
tN(GUU)K	intergenic*tN(GUU)K_YKL196C
intergenic*tN(GUU)K_YKL196C	YKL196C
YKL196C	intergenic*YKL196C_YKL195W
intergenic*YKL196C_YKL195W	YKL195W
YKL195W	intergenic*YKL195W_YKL194C
intergenic*YKL195W_YKL194C	YKL194C
YKL194C	intergenic*YKL194C_YKL193C
intergenic*YKL194C_YKL193C	YKL193C
YKL193C	intergenic*YKL193C_YKL192C
intergenic*YKL193C_YKL192C	YKL192C
YKL192C	intergenic*YKL192C_YKL191W
intergenic*YKL192C_YKL191W	YKL191W
YKL191W	intergenic*YKL191W_YKL190W
intergenic*YKL191W_YKL190W	YKL190W
YKL190W	intergenic*YKL190W_YKLCdelta2
intergenic*YKL190W_YKLCdelta2	YKLCdelta2
YKLCdelta2	intergenic*YKLCdelta2_tL(UAA)K
intergenic*YKLCdelta2_tL(UAA)K	tL(UAA)K
tL(UAA)K	intergenic*tL(UAA)K_YKL189W
intergenic*tL(UAA)K_YKL189W	YKL189W
YKL189W	intergenic*YKL189W_YKL188C
intergenic*YKL189W_YKL188C	YKL188C
YKL188C	intergenic*YKL188C_ARS1104
intergenic*YKL188C_ARS1104	ARS1104
ARS1104	YKL187C
YKL187C	intergenic*YKL187C_YKL186C
intergenic*YKL187C_YKL186C	YKL186C
YKL186C	intergenic*YKL186C_YKL185W
intergenic*YKL186C_YKL185W	YKL185W
YKL185W	intergenic*YKL185W_YKL184W
intergenic*YKL185W_YKL184W	YKL184W
YKL184W	intergenic*YKL184W_ARS1125
intergenic*YKL184W_ARS1125	ARS1125
ARS1125	YKL183C-A
YKL183C-A	intergenic*YKL183C-A_YKL183W
intergenic*YKL183C-A_YKL183W	YKL183W
YKL183W	intergenic*YKL183W_YKL182W
intergenic*YKL183W_YKL182W	YKL182W
YKL182W	intergenic*YKL182W_YKL181W
intergenic*YKL182W_YKL181W	YKL181W
YKL181W	intergenic*YKL181W_YKL180W
intergenic*YKL181W_YKL180W	YKL180W
YKL180W	intergenic*YKL180W_YKL179C
intergenic*YKL180W_YKL179C	YKL179C
YKL179C	intergenic*YKL179C_YKL178C
intergenic*YKL179C_YKL178C	YKL178C
YKL178C	YKL177W
YKL177W	intergenic*YKL177W_YKL176C
intergenic*YKL177W_YKL176C	YKL176C
YKL176C	intergenic*YKL176C_YKL175W
intergenic*YKL176C_YKL175W	YKL175W
YKL175W	intergenic*YKL175W_YKL174C
intergenic*YKL175W_YKL174C	YKL174C
YKL174C	intergenic*YKL174C_YKL173W
intergenic*YKL174C_YKL173W	YKL173W
YKL173W	intergenic*YKL173W_YKL172W
intergenic*YKL173W_YKL172W	YKL172W
YKL172W	intergenic*YKL172W_YKL171W
intergenic*YKL172W_YKL171W	YKL171W
YKL171W	intergenic*YKL171W_YKL170W
intergenic*YKL171W_YKL170W	YKL170W
YKL170W	YKL169C
YKL169C	intergenic*YKL169C_YKL168C
intergenic*YKL169C_YKL168C	YKL168C
YKL168C	intergenic*YKL168C_YKL167C
intergenic*YKL168C_YKL167C	YKL167C
YKL167C	intergenic*YKL167C_YKL166C
intergenic*YKL167C_YKL166C	YKL166C
YKL166C	intergenic*YKL166C_YKL165C-A
intergenic*YKL166C_YKL165C-A	YKL165C-A
YKL165C-A	intergenic*YKL165C-A_YKL165C
intergenic*YKL165C-A_YKL165C	YKL165C
YKL165C	intergenic*YKL165C_tE(UUC)K
intergenic*YKL165C_tE(UUC)K	tE(UUC)K
tE(UUC)K	intergenic*tE(UUC)K_YKL164C
intergenic*tE(UUC)K_YKL164C	YKL164C
YKL164C	intergenic*YKL164C_YKL163W
intergenic*YKL164C_YKL163W	YKL163W
YKL163W	intergenic*YKL163W_YKL162C-A
intergenic*YKL163W_YKL162C-A	YKL162C-A
YKL162C-A	intergenic*YKL162C-A_YKL162C
intergenic*YKL162C-A_YKL162C	YKL162C
YKL162C	intergenic*YKL162C_YKL161C
intergenic*YKL162C_YKL161C	YKL161C
YKL161C	intergenic*YKL161C_ARS1106
intergenic*YKL161C_ARS1106	ARS1106
ARS1106	intergenic*ARS1106_YKL160W
intergenic*ARS1106_YKL160W	YKL160W
YKL160W	intergenic*YKL160W_YKL159C
intergenic*YKL160W_YKL159C	YKL159C
YKL159C	intergenic*YKL159C_YKL157W
intergenic*YKL159C_YKL157W	YKL157W
YKL157W	intergenic*YKL157W_YKL156W
intergenic*YKL157W_YKL156W	YKL156W
YKL156W	YKL156C-A
YKL156C-A	intergenic*YKL156W_YKL155C
intergenic*YKL156W_YKL155C	YKL155C
YKL155C	intergenic*YKL155C_YKL154W
intergenic*YKL155C_YKL154W	YKL154W
YKL154W	intergenic*YKL154W_tR(UCU)K
intergenic*YKL154W_tR(UCU)K	tR(UCU)K
tR(UCU)K	intergenic*tR(UCU)K_YKLWdelta3
intergenic*tR(UCU)K_YKLWdelta3	YKLWdelta3
YKLWdelta3	intergenic*YKLWdelta3_YKL153W
intergenic*YKLWdelta3_YKL153W	YKL153W
YKL153W	YKL152C
YKL152C	intergenic*YKL152C_YKL151C
intergenic*YKL152C_YKL151C	YKL151C
YKL151C	intergenic*YKL151C_YKL150W
intergenic*YKL151C_YKL150W	YKL150W
YKL150W	intergenic*YKL150W_YKL149C
intergenic*YKL150W_YKL149C	YKL149C
YKL149C	intergenic*YKL149C_YKL148C
intergenic*YKL149C_YKL148C	YKL148C
YKL148C	intergenic*YKL148C_YKL147C
intergenic*YKL148C_YKL147C	YKL147C
YKL147C	YKL146W
YKL146W	intergenic*YKL146W_YKL145W
intergenic*YKL146W_YKL145W	YKL145W
YKL145W	YKL145W-A
YKL145W-A	intergenic*YKL145W-A_YKL144C
intergenic*YKL145W-A_YKL144C	YKL144C
YKL144C	intergenic*YKL144C_YKL143W
intergenic*YKL144C_YKL143W	YKL143W
YKL143W	intergenic*YKL143W_YKL142W
intergenic*YKL143W_YKL142W	YKL142W
YKL142W	intergenic*YKL142W_YKL141W
intergenic*YKL142W_YKL141W	YKL141W
YKL141W	intergenic*YKL141W_YKL140W
intergenic*YKL141W_YKL140W	YKL140W
YKL140W	intergenic*YKL140W_YKL139W
intergenic*YKL140W_YKL139W	YKL139W
YKL139W	intergenic*YKL139W_YKL138C-A
intergenic*YKL139W_YKL138C-A	YKL138C-A
YKL138C-A	intergenic*YKL138C-A_YKL138C
intergenic*YKL138C-A_YKL138C	YKL138C
YKL138C	intergenic*YKL138C_YKL137W
intergenic*YKL138C_YKL137W	YKL137W
YKL137W	intergenic*YKL137W_YKL136W
intergenic*YKL137W_YKL136W	YKL136W
YKL136W	YKL135C
YKL135C	intergenic*YKL135C_YKL134C
intergenic*YKL135C_YKL134C	YKL134C
YKL134C	intergenic*YKL134C_YKL133C
intergenic*YKL134C_YKL133C	YKL133C
YKL133C	intergenic*YKL133C_YKL132C
intergenic*YKL133C_YKL132C	YKL132C
YKL132C	YKL131W
YKL131W	intergenic*YKL131W_YKL130C
intergenic*YKL131W_YKL130C	YKL130C
YKL130C	intergenic*YKL130C_ARS1126
intergenic*YKL130C_ARS1126	ARS1126
ARS1126	intergenic*ARS1126_YKL129C
intergenic*ARS1126_YKL129C	YKL129C
YKL129C	intergenic*YKL129C_YKL128C
intergenic*YKL129C_YKL128C	YKL128C
YKL128C	intergenic*YKL128C_YKLCsigma1
intergenic*YKL128C_YKLCsigma1	YKLCsigma1
YKLCsigma1	intergenic*YKLCsigma1_tK(CUU)K
intergenic*YKLCsigma1_tK(CUU)K	tK(CUU)K
tK(CUU)K	intergenic*tK(CUU)K_YKL127W
intergenic*tK(CUU)K_YKL127W	YKL127W
YKL127W	intergenic*YKL127W_YKL126W
intergenic*YKL127W_YKL126W	YKL126W
YKL126W	intergenic*YKL126W_YKL125W
intergenic*YKL126W_YKL125W	YKL125W
YKL125W	intergenic*YKL125W_YKL124W
intergenic*YKL125W_YKL124W	YKL124W
YKL124W	YKL123W
YKL123W	intergenic*YKL123W_YKL122C
intergenic*YKL123W_YKL122C	YKL122C
YKL122C	intergenic*YKL122C_ARS1127
intergenic*YKL122C_ARS1127	ARS1127
ARS1127	intergenic*ARS1127_YKL121W
intergenic*ARS1127_YKL121W	YKL121W
YKL121W	intergenic*YKL121W_YKL120W
intergenic*YKL121W_YKL120W	YKL120W
YKL120W	intergenic*YKL120W_YKL119C
intergenic*YKL120W_YKL119C	YKL119C
YKL119C	YKL118W
YKL118W	YKLCdelta4
YKLCdelta4	intergenic*YKLCdelta4_tA(AGC)K1
intergenic*YKLCdelta4_tA(AGC)K1	tA(AGC)K1
tA(AGC)K1	intergenic*tA(AGC)K1_YKL117W
intergenic*tA(AGC)K1_YKL117W	YKL117W
YKL117W	intergenic*YKL117W_YKL116C
intergenic*YKL117W_YKL116C	YKL116C
YKL116C	YKL115C
YKL115C	intergenic*YKL115C_YKL114C
intergenic*YKL115C_YKL114C	YKL114C
YKL114C	intergenic*YKL114C_YKL113C
intergenic*YKL114C_YKL113C	YKL113C
YKL113C	intergenic*YKL113C_YKL112W
intergenic*YKL113C_YKL112W	YKL112W
YKL112W	YKL111C
YKL111C	intergenic*YKL111C_YKL110C
intergenic*YKL111C_YKL110C	YKL110C
YKL110C	intergenic*YKL110C_YKL109W
intergenic*YKL110C_YKL109W	YKL109W
YKL109W	intergenic*YKL109W_YKL108W
intergenic*YKL109W_YKL108W	YKL108W
YKL108W	intergenic*YKL108W_YKL107W
intergenic*YKL108W_YKL107W	YKL107W
YKL107W	intergenic*YKL107W_YKL106C-A
intergenic*YKL107W_YKL106C-A	YKL106C-A
YKL106C-A	intergenic*YKL106C-A_YKL106W
intergenic*YKL106C-A_YKL106W	YKL106W
YKL106W	intergenic*YKL106W_YKL105C
intergenic*YKL106W_YKL105C	YKL105C
YKL105C	intergenic*YKL105C_YKL104C
intergenic*YKL105C_YKL104C	YKL104C
YKL104C	intergenic*YKL104C_YKL103C
intergenic*YKL104C_YKL103C	YKL103C
YKL103C	intergenic*YKL103C_YKL102C
intergenic*YKL103C_YKL102C	YKL102C
YKL102C	intergenic*YKL102C_YKL101W
intergenic*YKL102C_YKL101W	YKL101W
YKL101W	intergenic*YKL101W_YKL100C
intergenic*YKL101W_YKL100C	YKL100C
YKL100C	YKL100W-A
YKL100W-A	intergenic*YKL100C_YKL099C
intergenic*YKL100C_YKL099C	YKL099C
YKL099C	intergenic*YKL099C_YKL098W
intergenic*YKL099C_YKL098W	YKL098W
YKL098W	intergenic*YKL098W_YKL097C
intergenic*YKL098W_YKL097C	YKL097C
YKL097C	intergenic*YKL097C_YKL096C-B
intergenic*YKL097C_YKL096C-B	YKL096C-B
YKL096C-B	intergenic*YKL096C-B_YKL096W-A
intergenic*YKL096C-B_YKL096W-A	YKL096W-A
YKL096W-A	intergenic*YKL096W-A_YKL096W
intergenic*YKL096W-A_YKL096W	YKL096W
YKL096W	intergenic*YKL096W_YKL095W
intergenic*YKL096W_YKL095W	YKL095W
YKL095W	intergenic*YKL095W_YKL094W
intergenic*YKL095W_YKL094W	YKL094W
YKL094W	intergenic*YKL094W_YKL093W
intergenic*YKL094W_YKL093W	YKL093W
YKL093W	intergenic*YKL093W_YKL092C
intergenic*YKL093W_YKL092C	YKL092C
YKL092C	intergenic*YKL092C_YKL091C
intergenic*YKL092C_YKL091C	YKL091C
YKL091C	intergenic*YKL091C_YKL090W
intergenic*YKL091C_YKL090W	YKL090W
YKL090W	intergenic*YKL090W_YKL089W
intergenic*YKL090W_YKL089W	YKL089W
YKL089W	intergenic*YKL089W_YKL088W
intergenic*YKL089W_YKL088W	YKL088W
YKL088W	intergenic*YKL088W_YKL087C
intergenic*YKL088W_YKL087C	YKL087C
YKL087C	intergenic*YKL087C_YKL086W
intergenic*YKL087C_YKL086W	YKL086W
YKL086W	intergenic*YKL086W_YKL085W
intergenic*YKL086W_YKL085W	YKL085W
YKL085W	intergenic*YKL085W_YKL084W
intergenic*YKL085W_YKL084W	YKL084W
YKL084W	intergenic*YKL084W_YKL083W
intergenic*YKL084W_YKL083W	YKL083W
YKL083W	YKL082C
YKL082C	intergenic*YKL082C_YKL081W
intergenic*YKL082C_YKL081W	YKL081W
YKL081W	snR38
snR38	intergenic*YKL081W_YKL080W
intergenic*YKL081W_YKL080W	YKL080W
YKL080W	intergenic*YKL080W_YKL079W
intergenic*YKL080W_YKL079W	YKL079W
YKL079W	intergenic*YKL079W_YKL078W
intergenic*YKL079W_YKL078W	YKL078W
YKL078W	intergenic*YKL078W_YKL077W
intergenic*YKL078W_YKL077W	YKL077W
YKL077W	intergenic*YKL077W_YKL076C
intergenic*YKL077W_YKL076C	YKL076C
YKL076C	YKL075C
YKL075C	intergenic*YKL075C_YKL074C
intergenic*YKL075C_YKL074C	YKL074C
YKL074C	intergenic*YKL074C_YKL073W
intergenic*YKL074C_YKL073W	YKL073W
YKL073W	intergenic*YKL073W_YKL072W
intergenic*YKL073W_YKL072W	YKL072W
YKL072W	intergenic*YKL072W_YKLCdelta5
intergenic*YKL072W_YKLCdelta5	YKLCdelta5
YKLCdelta5	intergenic*YKLCdelta5_tW(CCA)K
